序号,公司名称,链接,板块,状态,地区,行业,保荐机构,律师事务所,会计师事务所,受理日期,更新日期
463,千里马机械供应链股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001248,创业板,终止(撤回),湖北,批发业,"
               西部证券 
                               
          ",北京市中伦律师事务所,信永中和会计师事务所（特殊普通合伙）,2022/3/28,2020/12/28
464,河北翼辰实业集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001233,创业板,终止(撤回),河北,铁路、船舶、航空航天和其他运输设备制造业,"
               开源证券 
                               
          ",北京市嘉源律师事务所,天健会计师事务所（特殊普通合伙）,2022/3/25,2020/12/30
465,北京电旗通讯技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000168,创业板,终止(审核不通过),北京,软件和信息技术服务业,"
               国融证券 
                               
          ",北京市长安律师事务所,信永中和会计师事务所（特殊普通合伙）,2022/3/23,2020/7/6
466,江西兆驰光元科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001624,创业板,终止(撤回),江西,计算机、通信和其他电子设备制造业,"
               国信证券 
                               
          ",广东华商律师事务所,天健会计师事务所（特殊普通合伙）,2022/3/22,2021/6/29
467,广东伟邦科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001251,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               民生证券 
                               
          ",北京市中伦律师事务所,大华会计师事务所（特殊普通合伙）,2022/3/18,2020/12/28
468,北农大科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000962,创业板,终止(审核不通过),北京,农副食品加工业,"
               中天国富 
                               
          ",北京市君合律师事务所,天健会计师事务所（特殊普通合伙）,2022/3/17,2020/9/30
469,上海烨映微电子科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001598,创业板,终止(撤回),上海,计算机、通信和其他电子设备制造业,"
               海通证券 
                               
          ",北京市中伦律师事务所,容诚会计师事务所（特殊普通合伙）,2022/3/17,2021/6/30
470,天津华鸿科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001202,创业板,终止(撤回),天津,专用设备制造业,"
               国信证券 
                               
          ",北京德恒律师事务所,大信会计师事务所（特殊普通合伙）,2022/3/16,2020/12/24
471,深圳乔合里科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001579,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,国金证券,广东信达律师事务所,天职国际会计师事务所（特殊普通合伙）,2022/3/14,2021/6/30
472,北京华科仪科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001255,创业板,终止(撤回),北京,仪器仪表制造业,"
               华创证券 
                               
          ",北京市环球律师事务所,中兴华会计师事务所（特殊普通合伙）,2022/3/11,2020/12/28
473,深圳市兴禾自动化股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001416,创业板,终止(审核不通过),广东,专用设备制造业,"
               国信证券 
                               
          ",北京市金杜律师事务所,大华会计师事务所（特殊普通合伙）,2022/3/3,2021/5/21
474,无锡金通高纤股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001043,创业板,终止(撤回),江苏,化学纤维制造业,"
               华英证券 
                               
          ",国浩律师（南京）事务所,天衡会计师事务所（特殊普通合伙）,2022/3/2,2021/1/11
475,惠州市华达通气体制造股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001411,创业板,终止(撤回),广东,化学原料和化学制品制造业,"
               海通证券 
                               
          ",北京市天元律师事务所,大华会计师事务所（特殊普通合伙）,2022/3/2,2021/5/24
476,广东新秀新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001576,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               国信证券 
                               
          ",广东华商律师事务所,中审众环会计师事务所（特殊普通合伙）,2022/3/1,2021/6/29
477,湖南恒茂高科股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001066,创业板,终止(审核不通过),湖南,计算机、通信和其他电子设备制造业,"
               西部证券 
                               
          ",湖南启元律师事务所,天健会计师事务所（特殊普通合伙）,2022/2/25,2020/11/20
478,亚洲渔港股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000528,创业板,终止(审核不通过),辽宁,商务服务业,"
               国信证券 
                               
          ",国浩律师（上海）事务所,众华会计师事务所（特殊普通合伙）,2022/2/18,2020/7/10
479,珠海市鸿瑞信息技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001064,创业板,终止(撤回),广东,软件和信息技术服务业,"
               中天国富 
                               
          ",广东精诚粤衡律师事务所,立信会计师事务所（特殊普通合伙）,2022/2/18,2020/12/1
480,青岛思普润水处理股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000826,创业板,终止(撤回),山东,生态保护和环境治理业,"
               平安证券 
                               
          ",上海市锦天城律师事务所,大华会计师事务所（特殊普通合伙）,2022/2/17,2020/7/31
481,江西宁新新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000693,创业板,终止(撤回),江西,非金属矿物制品业,华西证券,北京中银律师事务所,大华会计师事务所（特殊普通合伙）,2022/2/16,2020/7/24
482,辽宁东和新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000943,创业板,终止(撤回),辽宁,非金属矿物制品业,"
               东莞证券 
                               
          ",国浩律师（北京）事务所,亚太（集团）会计师事务所（特殊普通合伙）,2022/2/10,2020/9/28
483,河北世窗信息技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001506,创业板,终止(撤回),河北,软件和信息技术服务业,"
               中德证券 
                               
          ",北京市康达律师事务所,中汇会计师事务所（特殊普通合伙）,2022/2/10,2021/6/29
484,四川龙华光电薄膜股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001231,创业板,终止(撤回),四川,橡胶和塑料制品业,"
               华泰联合 
                               
          ",北京德恒律师事务所,天健会计师事务所（特殊普通合伙）,2022/1/28,2020/12/30
485,壹物科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001902,创业板,终止(撤回),安徽,橡胶和塑料制品业,"
               海通证券 
                               
          ",北京德恒律师事务所,容诚会计师事务所（特殊普通合伙）,2022/1/24,2021/12/29
486,武汉市蓝电电子股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001955,创业板,终止(撤回),湖北,仪器仪表制造业,"
               长江承销 
                               
          ",北京大成律师事务所,天健会计师事务所（特殊普通合伙）,2022/1/24,2021/12/31
487,深圳市美的连医疗电子股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001209,创业板,终止(撤回),广东,专用设备制造业,"
               长城证券 
                               
          ",北京市康达律师事务所,中兴财光华会计师事务所（特殊普通合伙）,2022/1/21,2020/12/28
488,江苏中恒宠物用品股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001938,创业板,终止(撤回),江苏,文教、工美、体育和娱乐用品制造业,"
               安信证券 
                               
          ",国浩律师（南京）事务所,中汇会计师事务所（特殊普通合伙）,2022/1/17,2021/12/31
489,杭州潜阳科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001163,创业板,终止(撤回),浙江,化学原料和化学制品制造业,"
               民生证券 
                               
          ",浙江浙经律师事务所,中审众环会计师事务所（特殊普通合伙）,2022/1/11,2020/12/11
490,福建久策气体股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001243,创业板,终止(撤回),福建,化学原料和化学制品制造业,"
               五矿证券 
                               
          ",国浩律师（上海）事务所,立信会计师事务所（特殊普通合伙）,2022/1/11,2020/12/30
491,浙江优全护理用品科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001032,创业板,终止(撤回),浙江,纺织业,国信证券,浙江天册律师事务所,天健会计师事务所（特殊普通合伙）,2022/1/11,2020/10/30
492,三问家居股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001208,创业板,终止(撤回),上海,批发业,"
               华泰联合 
                               
          ",上海市锦天城律师事务所,安永华明会计师事务所（特殊普通合伙）,2022/1/6,2020/12/29
493,珠海天威新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000950,创业板,终止(撤回),广东,化学原料和化学制品制造业,"
               东莞证券 
                               
          ",上海精诚申衡律师事务所,大华会计师事务所（特殊普通合伙）,2022/1/5,2020/9/28
494,深圳市优学天下教育发展股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001227,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               国金证券 
                               
          ",广东信达律师事务所,天职国际会计师事务所（特殊普通合伙）,2021/12/31,2020/12/25
495,常州丰盛光电科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001465,创业板,终止(撤回),江苏,计算机、通信和其他电子设备制造业,"
               华安证券 
                               
          ",国浩律师（苏州）事务所,公证天业会计师事务所（特殊普通合伙）,2021/12/30,2021/6/16
496,南京普爱医疗设备股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001618,创业板,终止(撤回),江苏,专用设备制造业,"
               华龙证券 
                               
          ",北京市中伦律师事务所,大信会计师事务所（特殊普通合伙）,2021/12/30,2021/6/30
497,湖北宏裕新型包材股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001571,创业板,终止(撤回),湖北,橡胶和塑料制品业,"
               中泰证券 
                               
          ",湖北瑞通天元律师事务所,大信会计师事务所（特殊普通合伙）,2021/12/28,2021/6/30
498,北京点众科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000136,创业板,终止(撤回),北京,互联网和相关服务,"
               华泰联合 
                               
          ",国浩律师（北京）事务所,大华会计师事务所（特殊普通合伙）,2021/12/28,2020/6/22
499,海南呀诺达圆融旅业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001088,创业板,终止(撤回),海南,公共设施管理业,"
               海通证券 
                               
          ",北京市中伦律师事务所,中审众环会计师事务所（特殊普通合伙）,2021/12/27,2020/12/23
500,上海凯诘电子商务股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001518,创业板,终止(撤回),上海,互联网和相关服务,"
               东方承销保荐 
                               
          ",上海市锦天城律师事务所,容诚会计师事务所（特殊普通合伙）,2021/12/24,2021/6/30
501,深圳市家鸿口腔医疗股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000763,创业板,终止(撤回),广东,专用设备制造业,国信证券,北京国枫律师事务所,立信会计师事务所（特殊普通合伙）,2021/12/23,2020/12/9
502,东莞市净诺环境科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001461,创业板,终止(撤回),广东,电气机械和器材制造业,"
               东兴证券 
                               
          ",北京德恒律师事务所,致同会计师事务所（特殊普通合伙）,2021/12/22,2021/6/18
503,东莞市汉维科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001100,创业板,终止(撤回),广东,化学原料和化学制品制造业,"
               东莞证券 
                               
          ",北京德恒律师事务所,立信会计师事务所（特殊普通合伙）,2021/12/21,2020/12/3
504,江苏保丽洁环境科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001090,创业板,终止(撤回),江苏,专用设备制造业,"
               华泰联合 
                               
          ",上海市锦天城律师事务所,天衡会计师事务所（特殊普通合伙）,2021/12/20,2020/11/16
505,江苏扬瑞新型材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000676,创业板,终止(审核不通过),江苏,化学原料和化学制品制造业,"
               东兴证券 
                               
          ",国浩律师（上海）事务所,立信会计师事务所（特殊普通合伙）,2021/12/17,2020/7/15
506,浙江世佳科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001239,创业板,终止(审核不通过),浙江,化学原料和化学制品制造业,"
               国金证券 
                               
          ",浙江天册律师事务所,天健会计师事务所（特殊普通合伙）,2021/12/16,2020/12/30
507,谷实生物集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001568,创业板,终止(撤回),黑龙江,农副食品加工业,"
               中天国富 
                               
          ",上海市锦天城律师事务所,容诚会计师事务所（特殊普通合伙）,2021/12/15,2021/6/28
508,深圳市穗晶光电股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000936,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               民生证券 
                               
          ",北京国枫律师事务所,天健会计师事务所（特殊普通合伙）,2021/12/6,2020/9/30
509,华泰永创（北京）科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001254,创业板,终止(审核不通过),北京,专业技术服务业,"
               东北证券 
                               
          ",北京德恒律师事务所,立信会计师事务所（特殊普通合伙）,2021/11/25,2020/12/28
510,北京华奥汽车服务股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000282,创业板,终止(撤回),北京,专业技术服务业,"
               中信建投 
                               
          ",北京市金杜律师事务所,天健会计师事务所（特殊普通合伙）,2021/11/10,2020/6/29
511,无锡和烁丰科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001221,创业板,终止(撤回),江苏,橡胶和塑料制品业,安信证券,北京市中伦律师事务所,容诚会计师事务所（特殊普通合伙）,2021/10/18,2020/12/28
512,深圳市五株科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000722,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               中信建投 
                               
          ",北京市中伦律师事务所,立信会计师事务所（特殊普通合伙）,2021/9/30,2020/7/28
513,东风汽车集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000983,创业板,终止(撤回),湖北,汽车制造业,"
               中金公司 
                               
          ",北京市通商律师事务所,普华永道会计师事务所（特殊普通合伙）,2021/9/30,2020/10/13
514,深圳民爆光电股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000562,创业板,终止(撤回),广东,电气机械和器材制造业,"
               国信证券 
                               
          ",北京市金杜律师事务所,天职国际会计师事务所（特殊普通合伙）,2021/9/30,2020/7/22
515,中证信用增进股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001038,创业板,终止(撤回),广东,商务服务业,"
               招商证券 
                               
          ",北京市金杜律师事务所,安永华明会计师事务所（特殊普通合伙）,2021/9/28,2020/11/5
516,淄博鲁华泓锦新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000999,创业板,终止(审核不通过),山东,化学原料和化学制品制造业,"
               瑞信方正 
                               
          ",北京德恒律师事务所,容诚会计师事务所（特殊普通合伙),2021/9/23,2020/10/22
517,上海宽创国际文化科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001230,创业板,终止(撤回),上海,文化艺术业,"
               海通证券 
                               
          ",上海市锦天城律师事务所,大信会计师事务所（特殊普通合伙）,2021/9/17,2020/12/31
518,北京蓝色星际科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001275,创业板,终止(撤回),北京,计算机、通信和其他电子设备制造业,"
               中信建投 
                               
          ",北京市天元律师事务所,天健会计师事务所（特殊普通合伙）,2021/9/9,2020/12/31
519,山东寿光市坤隆石油机械股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001261,创业板,终止(撤回),山东,专用设备制造业,"
               金元证券 
                               
          ",北京市竞天公诚律师事务所,信永中和会计师事务所（特殊普通合伙）,2021/9/1,2020/12/30
520,浙江明士达股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001467,创业板,终止(撤回),浙江,橡胶和塑料制品业,"
               中信证券 
                               
          ",北京德恒律师事务所,天健会计师事务所（特殊普通合伙）,2021/8/31,2021/6/7
521,福建飞通通讯科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001415,创业板,终止(撤回),福建,计算机、通信和其他电子设备制造业,国金证券,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2021/8/30,2021/5/21
522,广东真美食品股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000904,创业板,终止(撤回),广东,农副食品加工业,"
               万和证券 
                               
          ",北京市康达律师事务所,信永中和会计师事务所（特殊普通合伙）,2021/8/30,2020/9/30
523,上海载德信息科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001235,创业板,终止(撤回),上海,软件和信息技术服务业,"
               华泰联合 
                               
          ",上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2021/8/17,2020/12/25
524,宁波微科光电股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001058,创业板,终止(撤回),浙江,计算机、通信和其他电子设备制造业,"
               招商证券 
                               
          ",北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2021/8/16,2020/11/2
525,维尼健康（深圳）股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001240,创业板,终止(撤回),广东,化学原料和化学制品制造业,"
               国信证券 
                               
          ",广东信达律师事务所,天健会计师事务所（特殊普通合伙）,2021/8/13,2020/12/25
526,哈尔滨岛田大鹏工业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001142,创业板,终止(撤回),黑龙江,专用设备制造业,"
               申万宏源承销保荐 
                               
          ",北京市中伦律师事务所,天职国际会计师事务所（特殊普通合伙）,2021/8/13,2020/12/29
527,山东卡尔电气股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000956,创业板,终止(撤回),山东,计算机、通信和其他电子设备制造业,"
               光大证券 
                               
          ",北京德恒律师事务所,信永中和会计师事务所(特殊普通合伙),2021/8/2,2020/10/9
528,思柏精密科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000838,创业板,终止(未在规定时限内回复),江苏,橡胶和塑料制品业,"
               华泰联合 
                               
          ",北京市金杜律师事务所,天健会计师事务所（特殊普通合伙）,2021/8/2,2020/7/31
529,上海欣巴自动化科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001057,创业板,终止(撤回),上海,通用设备制造业,"
               国金证券 
                               
          ",北京市天元律师事务所,容诚会计师事务所（特殊普通合伙）,2021/7/30,2020/11/4
530,来邦科技股份公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001519,创业板,终止(撤回),安徽,计算机、通信和其他电子设备制造业,"
               东北证券 
                               
          ",北京市中伦律师事务所,容诚会计师事务所（特殊普通合伙）,2021/7/28,2021/6/23
531,上海卡恩文化传播股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001370,创业板,终止(撤回),上海,商务服务业,招商证券,北京市康达律师事务所,容诚会计师事务所（特殊普通合伙）,2021/7/22,2021/4/21
532,上海醉清风健康科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001533,创业板,终止(撤回),上海,零售业,"
               信达证券 
                               
          ",上海市锦天城律师事务所,容诚会计师事务所（特殊普通合伙）,2021/7/22,2021/6/24
533,北京雅迪传媒股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001085,创业板,终止(撤回),北京,商务服务业,"
               东兴证券 
                               
          ",北京市天元律师事务所,立信会计师事务所（特殊普通合伙）,2021/7/20,2020/11/19
534,江苏中成紧固技术发展股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001132,创业板,终止(撤回),江苏,专用设备制造业,"
               华金证券 
                               
          ",江苏世纪同仁律师事务所,天衡会计师事务所（特殊普通合伙）,2021/7/9,2020/12/2
535,厦门美柚股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000823,创业板,终止(撤回),福建,互联网和相关服务,"
               华泰联合 
                               
          ",北京世辉律师事务所,容诚会计师事务所（特殊普通合伙）,2021/6/24,2020/7/30
536,厦门南讯股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001091,创业板,终止(撤回),福建,软件和信息技术服务业,"
               国金证券 
                               
          ",北京德恒律师事务所,容诚会计师事务所（特殊普通合伙）,2021/6/24,2020/11/17
537,安徽金田高新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001197,创业板,终止(撤回),安徽,橡胶和塑料制品业,"
               中泰证券 
                               
          ",安徽天禾律师事务所,容诚会计师事务所（特殊普通合伙）,2021/6/24,2020/12/29
538,华智机器股份公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000841,创业板,终止(撤回),广东,电气机械和器材制造业,"
               民生证券 
                               
          ",广东信达律师事务所,大华会计师事务所（特殊普通合伙）,2021/6/22,2020/7/31
539,常州钟恒新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001324,创业板,终止(撤回),江苏,橡胶和塑料制品业,"
               红塔证券 
                               
          ",国浩律师（上海）事务所,天健会计师事务所（特殊普通合伙）,2021/6/9,2021/3/16
540,深圳市乐的美光电股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000952,创业板,终止(撤回),广东,电气机械和器材制造业,"
               万和证券 
                               
          ",北京市康达律师事务所,大华会计师事务所（特殊普通合伙）,2021/6/7,2020/9/30
541,上海益中亘泰（集团）股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000728,创业板,终止(撤回),上海,卫生,东北证券,北京国枫律师事务所,天职国际会计师事务所（特殊普通合伙）,2021/5/31,2020/7/30
542,江苏傲伦达科技实业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000974,创业板,终止(撤回),江苏,化学原料和化学制品制造业,"
               东北证券 
                               
          ",北京德恒律师事务所,立信会计师事务所（特殊普通合伙）,2021/5/13,2020/9/30
543,广东润科生物工程股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001114,创业板,终止(撤回),广东,食品制造业,"
               万和证券 
                               
          ",广东信达律师事务所,华兴会计师事务所（特殊普通合伙）,2021/5/12,2020/12/1
544,广州至信药业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000755,创业板,终止(撤回),广东,医药制造业,"
               浙商证券 
                               
          ",广东信达律师事务所,华兴会计师事务所（特殊普通合伙）,2021/5/11,2020/7/28
545,江苏视科新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001012,创业板,终止(撤回),江苏,专用设备制造业,"
               东兴证券 
                               
          ",江苏世纪同仁律师事务所,大信会计师事务所（特殊普通合伙）,2021/5/11,2020/10/21
546,深圳市乾德电子股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000523,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               招商证券 
                               
          ",北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2021/5/7,2020/7/10
547,北京赢康科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001005,创业板,终止(撤回),北京,软件和信息技术服务业,"
               民生证券 
                               
          ",北京市君致律师事务所,天衡会计师事务所（特殊普通合伙）,2021/4/30,2020/10/14
548,深圳市金照明科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000725,创业板,终止(撤回),广东,建筑装饰、装修和其他建筑业,"
               第一创业承销保荐 
                               
          ",北京市中伦律师事务所,华兴会计师事务所（特殊普通合伙）,2021/4/26,2020/7/23
549,永泰运化工物流股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000830,创业板,终止(撤回),浙江,商务服务业,"
               安信证券 
                               
          ",北京海润天睿律师事务所,天健会计师事务所（特殊普通合伙）,2021/4/26,2020/7/31
550,南通跃通数控设备股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000757,创业板,终止(撤回),江苏,专用设备制造业,"
               东吴证券 
                               
          ",国浩律师（上海）事务所,天衡会计师事务所（特殊普通合伙）,2021/4/23,2020/7/28
551,四川新荷花中药饮片股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000925,创业板,终止(撤回),四川,医药制造业,海通证券,北京市中伦律师事务所,四川华信（集团）会计师事务所（特殊普通合伙）,2021/4/21,2020/9/18
552,想念食品股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000969,创业板,终止(撤回),河南,食品制造业,"
               光大证券 
                               
          ",湖南启元律师事务所,天健会计师事务所（特殊普通合伙）,2021/4/13,2020/9/29
553,广西森合高新科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000592,创业板,终止(撤回),广西,化学原料和化学制品制造业,"
               国海证券 
                               
          ",北京市中伦律师事务所,容诚会计师事务所（特殊普通合伙）,2021/4/12,2020/7/3
554,苏州久美玻璃钢股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000862,创业板,终止(撤回),江苏,非金属矿物制品业,"
               兴业证券 
                               
          ",北京国枫律师事务所,容诚会计师事务所（特殊普通合伙）,2021/4/8,2020/8/19
555,海默尼药业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000234,创业板,终止(撤回),西藏,医药制造业,"
               华西证券 
                               
          ",北京国枫律师事务所,天健会计师事务所（特殊普通合伙）,2021/4/8,2020/7/8
556,江苏鸿基节能新技术股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000782,创业板,终止(审核不通过),江苏,土木工程建筑业,"
               华创证券 
                               
          ",上海澄明则正律师事务所,信永中和会计师事务所（特殊普通合伙）,2021/3/25,2020/7/31
557,四川华夏万卷文化传媒股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000500,创业板,终止(审核不通过),四川,新闻和出版业,"
               华安证券 
                               
          ",北京市金杜律师事务所,信永中和会计师事务所（特殊普通合伙）,2021/3/19,2020/7/14
558,正业设计股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000536,创业板,终止(撤回),黑龙江,专业技术服务业,"
               民生证券 
                               
          ",湖南启元律师事务所,立信会计师事务所（特殊普通合伙）,2021/3/18,2020/7/3
559,长沙远大住宅工业集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000960,创业板,终止(撤回),湖南,非金属矿物制品业,"
               中金公司 
                               
          ",北京市嘉源律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2021/3/18,2020/9/30
560,安庆回音必制药股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000729,创业板,终止(撤回),安徽,医药制造业,"
               国盛证券 
                               
          ",上海市锦天城律师事务所,容诚会计师事务所（特殊普通合伙）,2021/3/16,2020/7/28
561,上海天好信息技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1000771,创业板,终止(撤回),上海,软件和信息技术服务业,渤海证券,上海市瑛明律师事务所,信永中和会计师事务所（特殊普通合伙）,2021/3/11,2020/7/31
